number,page,area,area_ja,ken,place,price_h,age_m,age_w,content
15056,machi,okayama_okayama_hiru,岡山/マッチングコン/昼,岡山,岡山,7800/1900,25/35,20/29,3
15072,machi,saitama_omiya_hiru,大宮/マッチングコン/昼,埼玉,大宮,8800/1000,20/29,20/29,6
15079,ani,tokyo_ikebukuro_hiru,池袋/アニメコン/昼,東京,池袋,9800/500,26/34,24/32,1
15083,ani,fukushima_fukushima_hiru,福島/アニメコン/昼,福島,福島,9400/500,20/40,20/40,1
15101,ani,aichi_nagoya_hiru,名古屋/名駅/アニメコン/昼,愛知,名古屋/名駅,9800/500,20/40,20/40,1
15102,ani,chiba_funabashi_hiru,船橋/アニメコン/昼,千葉,船橋,9800/500,20/40,20/40,1
15108,ani,kanagawa_yokohama_hiru,横浜/アニメコン/昼,神奈川,横浜,9800/500,20/40,20/40,1
15111,ani,kyoto_kawaramachi_hiru,河原町/アニメコン/昼,京都,河原町,8500/1500,26/34,24/32,1
15149,machi,a_yamaguchi_yamaguchi_yoru,新山口/マッチングコン/夜,山口,新山口,7900/1500,20/29,20/29,6
15186,ani,saga_saga_hiru,佐賀/アニメコン/昼,佐賀,佐賀,7900/1800,20/40,20/40,1
15187,ani,nara_nara_hiru,奈良/アニメコン/昼,奈良,奈良,8500/1000,20/40,20/40,1
15197,ani,tokyo_ikebukuro_yoru,池袋/アニメコン/夜,東京,池袋,9800/500,20/40,20/40,1
15226,machi,a_aomori_hirosaki_yoru,弘前/マッチングコン/夜,青森,弘前,7900/1000,20/29,20/29,6
15240,ani,ishikawa_kanazawa_hiru,金沢/アニメコン/昼,石川,金沢,8900/500,20/40,20/40,1
15243,ani,hyogo_himeji_hiru,姫路/アニメコン/昼,兵庫,姫路,8400/1500,20/40,20/40,1
15252,ani,kumamoto_kumamoto_hiru,熊本/アニメコン/昼,熊本,熊本,7900/1000,20/40,20/40,1
15270,machi,a_fukuoka_hakata_yoru,博多/マッチングコン/夜,福岡,博多,7300/2300,20/29,20/29,6
15293,machi,a_iwate_morioka_yoru,盛岡/マッチングコン/夜,岩手,盛岡,8300/1000,20/29,20/29,6
15294,machi,a_kyoto_kawaramachi_yoru,河原町/マッチングコン/夜,京都,河原町,7300/1900,20/29,20/29,6
15296,machi,a_saitama_omiya_yoru,大宮/マッチングコン/夜,埼玉,大宮,8800/1000,20/29,20/29,6
15297,machi,a_shiga_kusatsu_yoru,草津/マッチングコン/夜,滋賀,草津,7900/1500,20/29,20/29,6
15302,machi,a_nagasaki_nagasaki_yoru,長崎/マッチングコン/夜,長崎,長崎,6900/2300,20/29,20/29,6
15303,machi,a_nagano_ueda_yoru,上田/マッチングコン/夜,長野,上田,8800/500,20/29,20/29,6
15311,machi,a_kagawa_takamatsu_yoru,高松/マッチングコン/夜,香川,高松,7800/1500,25/35,20/29,3
15331,ani,aomori_hachinohe_hiru,八戸/アニメコン/昼,青森,八戸,7900/1000,20/40,20/40,1
15386,machi,a_mie_yokkaichi_yoru,四日市/マッチングコン/夜,三重,四日市,8400/1000,25/35,20/29,3
15388,machi,a_akita_akita_yoru,秋田/マッチングコン/夜,秋田,秋田,7400/1900,25/35,20/29,3
15389,machi,a_niigata_nagaoka_yoru,長岡/マッチングコン/夜,新潟,長岡,8500/1000,25/35,20/29,3
15390,machi,a_aomori_hachinohe_yoru,八戸/マッチングコン/夜,青森,八戸,7900/1000,25/35,20/29,3
15391,machi,a_ishikawa_kanazawa_yoru,金沢/マッチングコン/夜,石川,金沢,7900/1900,25/35,20/29,3
15392,machi,a_tottori_tottori_yoru,鳥取/マッチングコン/夜,鳥取,鳥取,7800/1500,25/35,20/29,3
15394,machi,a_hokkaido_hakodate_yoru,函館/マッチングコン/夜,北海道,函館,7400/1900,25/35,20/29,3
15429,ani,toyama_toyama_hiru,富山/アニメコン/昼,富山,富山,9800/500,20/40,20/40,0
15461,machi,a_kumamoto_kumamoto_yoru,熊本/マッチングコン/夜,熊本,熊本,7800/2000,20/29,20/29,0
15476,machi,a_okinawa_naha_yoru,那覇/マッチングコン/夜,沖縄,那覇,7900/1500,25/35,20/29,0
15477,machi,a_gifu_gifu_yoru,岐阜/マッチングコン/夜,岐阜,岐阜,8300/1000,25/35,20/29,0
15481,machi,a_aomori_aomori_yoru,青森/マッチングコン/夜,青森,青森,7900/1000,25/35,20/29,0
15508,machi,a_aomori_hirosaki_hiru,弘前/マッチングコン/昼,青森,弘前,7900/1000,20/29,20/29,0
15554,machi,a_tochigi_utsunomiya_yoru,宇都宮/マッチングコン/夜,栃木,宇都宮,8500/900,20/29,20/29,6
15556,machi,a_fukushima_koriyama_yoru,郡山/マッチングコン/夜,福島,郡山,8300/1000,20/29,20/29,6
15558,machi,a_wakayama_wakayama_yoru,和歌山/マッチングコン/夜,和歌山,和歌山,6800/1900,20/29,20/29,6
15596,machi,a_hyogo_himeji_yoru,姫路/マッチングコン/夜,兵庫,姫路,7500/2300,20/29,20/29,6
15821,machi,a_tokyo_shibuya_hiru,渋谷/マッチングコン/昼,東京,渋谷,7200/1900,25/35,20/29,0
15883,machi,a_shizuoka_shizuoka_yoru,静岡/マッチングコン/夜,静岡,静岡,8900/1000,20/29,20/29,6
15884,machi,a_chiba_chiba_yoru,千葉/マッチングコン/夜,千葉,千葉,8800/1000,20/29,20/29,6
15885,machi,a_oita_oita_yoru,大分/マッチングコン/夜,大分,大分,7700/1800,20/29,20/29,6
15897,machi,a_nara_nara_yoru,奈良/マッチングコン/夜,奈良,奈良,7500/2500,25/35,20/29,3
15930,machi,hokkaido_asahikawa_yoru,旭川/マッチングコン/夜,北海道,旭川,6800/2700,20/29,20/29,6
15939,machi,fukuoka_kokura_yoru,北九州/小倉/マッチングコン/夜,福岡,北九州/小倉,7300/2300,25/35,20/29,3
15946,machi,mie_tsu_hiru,津/マッチングコン/昼,三重,津,8400/1000,20/29,20/29,6
16001,machi,mie_tsu_yoru,津/マッチングコン/夜,三重,津,8400/1000,25/35,20/29,3
16005,machi,yamanashi_kofu_hiru,甲府/マッチングコン/昼,山梨,甲府,8300/1000,20/29,20/29,6
16220,machi,ibaraki_kamisu_yoru,神栖/マッチングコン/夜,茨城,神栖,8400/1000,20/29,20/29,6
16226,ani,a_kanagawa_kawasaki_hiru,川崎/アニメコン/昼,神奈川,川崎,9800/500,20/40,20/40,1
16242,ani,a_ehime_matsuyama_yoru,松山/アニメコン/夜,愛媛,松山,8900/1000,20/40,20/40,1
16254,machi,nagano_nagano_yoru,長野/マッチングコン/夜,長野,長野,8500/1000,25/35,20/29,3
16257,ani,a_tokyo_hikawashrine_hiru,中野沼袋氷川神社/神社アニメコン/昼,東京,中野沼袋氷川神社,8000/5000,20/40,20/40,27
16258,machi,tokyo_hikawashrine_yoru,中野沼袋氷川神社/神社コン/夜,東京,中野沼袋氷川神社,7000/6000,25/45,25/45,28
16277,ani,tokyo_hikawashrine_hiru,中野沼袋氷川神社/神社アニメコン/昼,東京,中野沼袋氷川神社,8000/2000,20/40,20/40,27
16316,machi,chiba_narita_hiru,成田/マッチングコン/昼,千葉,成田,8800/1000,20/29,20/29,6
16319,machi,gunma_ota_hiru,太田/マッチングコン/昼,群馬,太田,8500/1000,20/29,20/29,6
16394,ani,a_gunma_ota_hiru,太田/アニメコン/昼,群馬,太田,9800/1000,20/40,20/40,1
16411,machi,saitama_kawagoe_hiru,川越/マッチングコン/昼,埼玉,川越,8500/1000,25/35,25/35,6
16414,machi,hiroshima_hiroshima_hiru_lovefes,"広島/LOVE FES HIROSHIMA/昼",広島,広島,7900/1900,25/35,25/35,29
16415,machi,miyagi_sendai_hiru_lovefes,"仙台/LOVE FES SENDAI/昼",宮城,仙台,7900/1900,25/35,25/35,29
